序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
1803,002678,珠江钢琴,每股收益,预计2026年1-6月每股收益亏损:0.08元至0.1元。,-0.09,,"受乐器消费市场整体动能偏弱影响,行业仍处于深度调整期,传统钢琴业务市场需求延续低迷态势,主业营收规模承压,是公司当期经营亏损的主要原因。面对行业周期性下行压力,公司主动向内挖潜、精准实施提质增效组合拳:统筹优化产能与工艺布局、有效整合场地空间资源、盘活闲置存量资产,优化人员结构,持续清退低效产能、压降经营成本。前述经营改善举措落地见效,当期亏损幅度同比收窄。在此基础上,公司加速推进战略转型升级,持续完善产业布局:一方面稳固传统钢琴主业基本盘,深耕细分消费市场、优化营销体系、强化全流程质量管控;另一方面大力发展景区运营、演艺灯光等新业务,持续培育企业增长新动能,为公司中长期可持续、高质量发展筑牢战略基础。",减亏,-0.1,2026-07-15
1804,002678,珠江钢琴,扣除非经常性损益后的净利润,"预计2026年1-6月扣除非经常性损益后的净利润亏损:11,550万元至13,600万元,同比上年增长:1.86%至16.65%。",-125750000.0,9.255,"受乐器消费市场整体动能偏弱影响,行业仍处于深度调整期,传统钢琴业务市场需求延续低迷态势,主业营收规模承压,是公司当期经营亏损的主要原因。面对行业周期性下行压力,公司主动向内挖潜、精准实施提质增效组合拳:统筹优化产能与工艺布局、有效整合场地空间资源、盘活闲置存量资产,优化人员结构,持续清退低效产能、压降经营成本。前述经营改善举措落地见效,当期亏损幅度同比收窄。在此基础上,公司加速推进战略转型升级,持续完善产业布局:一方面稳固传统钢琴主业基本盘,深耕细分消费市场、优化营销体系、强化全流程质量管控;另一方面大力发展景区运营、演艺灯光等新业务,持续培育企业增长新动能,为公司中长期可持续、高质量发展筑牢战略基础。",减亏,-138571800.0,2026-07-15
1805,002672,东江环保,归属于上市公司股东的净利润,"预计2026年1-6月归属于上市公司股东的净利润亏损:25,000万元至27,000万元,同比上年增长:2.94%至10.13%。",-260000000.0,6.535,"2026年上半年,公司整体亏损情况较2025年同期有所改善,主要因资源化业务金属价格上涨,销售折率上升,同比毛利率上升。与此同时,公司无害化业务继续承压,收入同比略有下降,毛利率水平仍在下滑,改善仍需时日。",减亏,-278177100.0,2026-07-15
1806,002672,东江环保,每股收益,预计2026年1-6月每股收益亏损:0.23元至0.24元。,-0.235,,"2026年上半年,公司整体亏损情况较2025年同期有所改善,主要因资源化业务金属价格上涨,销售折率上升,同比毛利率上升。与此同时,公司无害化业务继续承压,收入同比略有下降,毛利率水平仍在下滑,改善仍需时日。",减亏,-0.25,2026-07-15
1807,002672,东江环保,扣除非经常性损益后的净利润,"预计2026年1-6月扣除非经常性损益后的净利润亏损:25,000万元至27,000万元,同比上年增长:7.64%至14.48%。",-260000000.0,11.06,"2026年上半年,公司整体亏损情况较2025年同期有所改善,主要因资源化业务金属价格上涨,销售折率上升,同比毛利率上升。与此同时,公司无害化业务继续承压,收入同比略有下降,毛利率水平仍在下滑,改善仍需时日。",减亏,-292332100.0,2026-07-15
1808,002667,*ST威领,归属于上市公司股东的净利润,"预计2026年1-6月归属于上市公司股东的净利润亏损:1,500万元至2,000万元。",-17500000.0,-1694.39,"报告期内,因钨矿市场价格下降导致当期营业收入及盈利水平下降,故公司为应对市场波动并提升产品附加值,积极推进选矿厂项目建设;同时,为保障该项目投产后的原材料稳定供应,公司主动调整销售节奏,将部分原矿留存为生产备料暂未对外销售。",首亏,1097600.0,2026-07-15
1809,002667,*ST威领,每股收益,预计2026年1-6月每股收益亏损:0.06元至0.08元。,-0.07,,"报告期内,因钨矿市场价格下降导致当期营业收入及盈利水平下降,故公司为应对市场波动并提升产品附加值,积极推进选矿厂项目建设;同时,为保障该项目投产后的原材料稳定供应,公司主动调整销售节奏,将部分原矿留存为生产备料暂未对外销售。",首亏,0.0046,2026-07-15
1810,002667,*ST威领,扣除非经常性损益后的净利润,"预计2026年1-6月扣除非经常性损益后的净利润亏损:1,300万元至1,700万元。",-15000000.0,76.645,"报告期内,因钨矿市场价格下降导致当期营业收入及盈利水平下降,故公司为应对市场波动并提升产品附加值,积极推进选矿厂项目建设;同时,为保障该项目投产后的原材料稳定供应,公司主动调整销售节奏,将部分原矿留存为生产备料暂未对外销售。",减亏,-64218400.0,2026-07-15
1811,002663,普邦股份,扣除非经常性损益后的净利润,"预计2026年1-6月扣除非经常性损益后的净利润亏损:1,000万元至2,000万元,同比上年增长:74.43%至87.22%。",-15000000.0,80.825,"报告期内,公司根据谨慎性原则,按照《企业会计准则第22号-金融工具确认和计量》等相关会计准则的规定,经初步分析测试和评估,拟转回部分应收账款、合同资产及长期应收款等资产计提的减值损失。上述原因影响导致本报告期亏损规模较上年同期有所收窄。",减亏,-78229100.0,2026-07-15
1812,002663,普邦股份,每股收益,预计2026年1-6月每股收益亏损:0.0046元至0.0093元。,-0.00695,,"报告期内,公司根据谨慎性原则,按照《企业会计准则第22号-金融工具确认和计量》等相关会计准则的规定,经初步分析测试和评估,拟转回部分应收账款、合同资产及长期应收款等资产计提的减值损失。上述原因影响导致本报告期亏损规模较上年同期有所收窄。",减亏,-0.0195,2026-07-15
1813,002663,普邦股份,归属于上市公司股东的净利润,"预计2026年1-6月归属于上市公司股东的净利润亏损:800万元至1,600万元,同比上年增长:52.39%至76.2%。",-12000000.0,64.295,"报告期内,公司根据谨慎性原则,按照《企业会计准则第22号-金融工具确认和计量》等相关会计准则的规定,经初步分析测试和评估,拟转回部分应收账款、合同资产及长期应收款等资产计提的减值损失。上述原因影响导致本报告期亏损规模较上年同期有所收窄。",减亏,-33607300.0,2026-07-15
1814,002662,峰璟股份,归属于上市公司股东的净利润,"预计2026年1-6月归属于上市公司股东的净利润盈利:2,200万元至3,300万元,同比上年下降:70.53%至80.35%。",27500000.0,-75.44,"公司预计归属于上市公司股东的净利润与上年同期相比下降,主要系2026年上半年国内车市呈现显著结构性分化,传统燃油车终端需求大幅萎缩,销量同比下滑27.8%,仅新能源整车产销维持7.3%的同比增长,行业整体内需承压、存量竞争加剧,直接导致公司汽车零部件配套收入同比下降,公司内部虽通过降本增效等各类生产管控手段控制成本费用,但其降幅不及收入下滑幅度,加之各类固定成本,使得营业利润下降明显;叠加上年新设南京工厂,本报告期新增资产折旧、维修保养、前期运营等费用,以上多重因素共同造成本期盈利同比下降。",预减,111972200.0,2026-07-15
1815,002662,峰璟股份,每股收益,预计2026年1-6月每股收益盈利:0.01元至0.02元。,0.015,,"公司预计归属于上市公司股东的净利润与上年同期相比下降,主要系2026年上半年国内车市呈现显著结构性分化,传统燃油车终端需求大幅萎缩,销量同比下滑27.8%,仅新能源整车产销维持7.3%的同比增长,行业整体内需承压、存量竞争加剧,直接导致公司汽车零部件配套收入同比下降,公司内部虽通过降本增效等各类生产管控手段控制成本费用,但其降幅不及收入下滑幅度,加之各类固定成本,使得营业利润下降明显;叠加上年新设南京工厂,本报告期新增资产折旧、维修保养、前期运营等费用,以上多重因素共同造成本期盈利同比下降。",预减,0.07,2026-07-15
1816,002662,峰璟股份,扣除非经常性损益后的净利润,"预计2026年1-6月扣除非经常性损益后的净利润盈利:600万元至900万元,同比上年下降:91.56%至94.37%。",7500000.0,-92.965,"公司预计归属于上市公司股东的净利润与上年同期相比下降,主要系2026年上半年国内车市呈现显著结构性分化,传统燃油车终端需求大幅萎缩,销量同比下滑27.8%,仅新能源整车产销维持7.3%的同比增长,行业整体内需承压、存量竞争加剧,直接导致公司汽车零部件配套收入同比下降,公司内部虽通过降本增效等各类生产管控手段控制成本费用,但其降幅不及收入下滑幅度,加之各类固定成本,使得营业利润下降明显;叠加上年新设南京工厂,本报告期新增资产折旧、维修保养、前期运营等费用,以上多重因素共同造成本期盈利同比下降。",预减,106574100.0,2026-07-15
1817,002661,克明食品,扣除非经常性损益后的净利润,"预计2026年1-6月扣除非经常性损益后的净利润亏损:3,000万元至5,500万元,同比上年下降:132.24%至159.12%。",-42500000.0,-145.68,"本业绩预告期内,公司归属于上市公司股东的净利润、扣除非经常性损益后的净利润较上年同期均有所下降。主要影响因素如下:1、报告期内,公司养殖板块业务通过加强生猪育肥健康管理、优化饲料配方、做好育种管理、投入研发力量等举措,持续实现了生产成本降低,但由于生猪销售价格同比出现较大幅度下降,公司生猪养殖业务利润同比下降。2、报告期内,公司食品板块业务由于受到原材料成本波动的影响,导致公司产品毛利率有所下降,利润有所降低。",首亏,93038700.0,2026-07-15
1818,002661,克明食品,每股收益,预计2026年1-6月每股收益亏损:0.115元至0.198元。,-0.1565,,"本业绩预告期内,公司归属于上市公司股东的净利润、扣除非经常性损益后的净利润较上年同期均有所下降。主要影响因素如下:1、报告期内,公司养殖板块业务通过加强生猪育肥健康管理、优化饲料配方、做好育种管理、投入研发力量等举措,持续实现了生产成本降低,但由于生猪销售价格同比出现较大幅度下降,公司生猪养殖业务利润同比下降。2、报告期内,公司食品板块业务由于受到原材料成本波动的影响,导致公司产品毛利率有所下降,利润有所降低。",首亏,0.319,2026-07-15
